# Level 1
- Weapons Prep 1 - Level 1 - Troop Attack 0.5%, Power 4200
- Shield Upgrade 5 - Level 5 - Infantry Health 23.75%, Power 83125
- Shield Upgrade 5 - Level 6 - Infantry Health 31.75%, Power 111125
# Level 6
- Shield Upgrade 6 - Level 1 - Infantry Health 5.5%, Power 24750
- Shield Upgrade 6 - Level 2 - Infantry Health 11%, Power 49500
- Shield Upgrade 6 - Level 3 - Infantry Health 16.5%, Power 74250
- Shield Upgrade 6 - Level 4 - Infantry Health 22%, Power 99000
- Shield Upgrade 6 - Level 5 - Infantry Health 27.5%, Power 123750
- Shield Upgrade 6 - Level 6 - Infantry Health 36.5%, Power 164250

# Level 1
- Marksman Armor 1 - Level 1 - Marksman Health 1.25%, Power 3000
- Marksman Armor 1 - Level 2 - Marksman Health 2.5%, Power 6000
- Marksman Armor 1 - Level 3 - Marksman Health 4%, Power 9600
# Level 2
- Marksman Armor 2 - Level 1 - Marksman Health 1.75%, Power 4200
- Marksman Armor 2 - Level 2 - Marksman Health 3.5%, Power 8400
- Marksman Armor 2 - Level 3 - Marksman Health 5.5%, Power 13200
# Level 3
- Marksman Armor 3 - Level 1 - Marksman Health 2.5%, Power 6000
- Marksman Armor 3 - Level 2 - Marksman Health 5%, Power 12000
- Marksman Armor 3 - Level 3 - Marksman Health 7.5%, Power 18000
- Marksman Armor 3 - Level 4 - Marksman Health 11.5%, Power 27600
# Level 4
- Marksman Armor 4 - Level 1 - Marksman Health 4%, Power 9600
- Marksman Armor 4 - Level 2 - Marksman Health 8%, Power 19200
- Marksman Armor 4 - Level 3 - Marksman Health 12%, Power 28800
- Marksman Armor 4 - Level 4 - Marksman Health 16%, Power 38400
- Marksman Armor 4 - Level 5 - Marksman Health 22.5%, Power 54000
# Level 5
- Marksman Armor 5 - Level 1 - Marksman Health 4.75%, Power 11400
- Marksman Armor 5 - Level 2 - Marksman Health 9.5%, Power 22800
- Marksman Armor 5 - Level 3 - Marksman Health 14.25%, Power 34200
- Marksman Armor 5 - Level 4 - Marksman Health 19%, Power 45600
- Marksman Armor 5 - Level 5 - Marksman Health 23.75%, Power 57000
- Marksman Armor 5 - Level 6 - Marksman Health 31.75%, Power 76200
# Level 6
- Marksman Armor 6 - Level 1 - Marksman Health 5.5%, Power 13200
- Marksman Armor 6 - Level 2 - Marksman Health 11%, Power 26400
- Marksman Armor 6 - Level 3 - Marksman Health 16.5%, Power 39600
- Marksman Armor 6 - Level 4 - Marksman Health 22%, Power 52800
- Marksman Armor 6 - Level 5 - Marksman Health 27.5%, Power 66000
- Marksman Armor 6 - Level 6 - Marksman Health 36.5%, Power 87600

# Level 1
- Lancer Armor 1 - Level 1 - Lancer Health 1.25%, Power 3000
- Lancer Armor 1 - Level 2 - Lancer Health 2.5%, Power 6000
- Lancer Armor 1 - Level 3 - Lancer Health 4%, Power 9600
# Level 2
- Lancer Armor 2 - Level 1 - Lancer Health 1.75%, Power 4200
- Lancer Armor 2 - Level 2 - Lancer Health 3.5%, Power 8400
- Lancer Armor 2 - Level 3 - Lancer Health 5.5%, Power 13200
# Level 3
- Lancer Armor 3 - Level 1 - Lancer Health 2.5%, Power 6000
- Lancer Armor 3 - Level 2 - Lancer Health 5%, Power 12000
- Lancer Armor 3 - Level 3 - Lancer Health 7.5%, Power 18000
- Lancer Armor 3 - Level 4 - Lancer Health 11.5%, Power 27600
# Level 4
- Lancer Armor 4 - Level 1 - Lancer Health 4%, Power 9600
- Lancer Armor 4 - Level 2 - Lancer Health 8%, Power 19200
- Lancer Armor 4 - Level 3 - Lancer Health 12%, Power 28800
- Lancer Armor 4 - Level 4 - Lancer Health 16%, Power 38400
- Lancer Armor 4 - Level 5 - Lancer Health 22.5%, Power 54000
# Level 5
- Lancer Armor 5 - Level 1 - Lancer Health 4.75%, Power 11400
- Lancer Armor 5 - Level 2 - Lancer Health 9.5%, Power 22800
- Lancer Armor 5 - Level 3 - Lancer Health 14.25%, Power 34200
- Lancer Armor 5 - Level 4 - Lancer Health 19%, Power 45600
- Lancer Armor 5 - Level 5 - Lancer Health 23.75%, Power 57000
- Lancer Armor 5 - Level 6 - Lancer Health 31.75%, Power 76200
# Level 6
- Lancer Armor 6 - Level 1 - Lancer Health 5.5%, Power 13200
- Lancer Armor 6 - Level 2 - Lancer Health 11%, Power 26400
- Lancer Armor 6 - Level 3 - Lancer Health 16.5%, Power 39600
- Lancer Armor 6 - Level 4 - Lancer Health 22%, Power 52800
- Lancer Armor 6 - Level 5 - Lancer Health 27.5%, Power 66000
- Lancer Armor 6 - Level 6 - Lancer Health 36.5%, Power 87600

